listing_id,name,trade,region,website,email,status,reviews,rating
4109,Natoli Plumbing & Drainage,drainlayers,Lower Hutt,http://www.natoliplumbing.co.nz/,office@natoliplumbing.co.nz,sent,126,5.0
4431,Southcombe Electrical,electricians,Whanganui,http://www.southcombeelectrical.co.nz/,admin@southcombeelectrical.co.nz,sent,120,5.0
1977,"Inland Plumbing, Gasfitting and Drainlaying Limited",drainlayers,Auckland,https://inlandpgd.co.nz/,admin@inlandpgd.co.nz,sent,115,4.9
711,Choice Electrical LTD,electricians,Auckland,https://www.choiceelectrical.co.nz/,info@choiceelectrical.co.nz,sent,114,5.0
2652,Tauranga Electrical,electricians,Tauranga,http://www.taurangaelectrical.co.nz/,office@taurangaelectrical.co.nz,sent,108,5.0
2299,Flush & Flow - Plumbing & Gas,plumbers,Christchurch,http://www.flushandflow.co.nz/,jorden@flushandflow.co.nz,sent,107,5.0
2656,Bayside Electrical Services Ltd,electricians,Tauranga,http://www.baysideelec.co.nz/,admin@baysideelec.co.nz,sent,95,5.0
4186,Euroheat - Wellington's Hot Water & Central Heating Specialists,plumbers,Upper Hutt,http://www.euroheat.co.nz/,office@euroheat.co.nz,sent,94,5.0
1486,Discount Drainage,plumbers,Christchurch,http://www.discountdrainage.co.nz/,admin@discountdrainage.co.nz,sent,90,4.9
1970,Jim's Handyman & Jim's Building and Maintenance - Mt Albert,carpenters,Auckland,https://tradehq.com/jimshandymanmtalbert/enquire,,no_email,89,5.0
4082,Adam Tulloch Electrical Limited,electricians,Lower Hutt,https://safepower.co.nz/,adam@safepower.co.nz,sent,85,5.0
2958,M K Electrical Services Ltd,electricians,Palmerston North,http://www.mkelectrical.co.nz/,info@mkelectrical.co.nz,sent,85,5.0
3602,Boss Plumbing and Drainage Ltd,drainlayers,Whangārei,http://bossplumbing.co.nz/,,no_email,85,4.8
1968,Next Level Joinery,carpenters,Auckland,https://nextleveljoinery.co.nz/,pricing@nextleveljoinery.co.nz,sent,82,5.0
4427,Combined Plumbers Ltd,plumbers,Whanganui,https://www.combinedplumbers.co.nz/,simon@combinedplumbers.co.nz,sent,81,5.0
2655,Illuminate Electrical Ltd,electricians,Tauranga,https://www.illuminateelectrical.co.nz/,steve@illuminateelectrical.co.nz,sent,78,5.0
2492,Alectrics Electrical | Electrician Hamilton,electricians,Hamilton,https://www.alectrics.co.nz/,andre@alectrics.co.nz,sent,77,5.0
2649,Bay Brothers Plumbing and Gas Ltd,plumbers,Tauranga,http://www.baybrothersplumbing.nz/,mark@baybrothersplumbing.nz,sent,77,5.0
4263,Plumbed Out,plumbers,Porirua,http://www.plumbedout.co.nz/,info@plumbedout.co.nz,sent,76,5.0
1940,Leck Electrical,electricians,Auckland,http://www.leckelectrical.co.nz/,info@leckelectrical.co.nz,sent,75,5.0
4266,Charged Up Electrical,electricians,Porirua,http://schema.org/Place,,no_email,73,5.0
2480,"Sentinel Homes Waikato Hamilton - House & Land Builder, Designer and Subdivider",builders,Hamilton,https://www.sentinelhomes.co.nz/locations/waikato,nate.alley@sentinelhomes.co.nz,sent,73,5.0
3115,Gallery Kitchens,carpenters,Napier,http://www.gallerykitchens.co.nz/,sales@gallerykitchens.co.nz,sent,70,5.0
2654,Electric Avenue Electrical,electricians,Tauranga,https://electricavenue.co.nz/,admin@electricavenue.co.nz,sent,68,5.0
4185,Pipeman Expert Ltd.,plumbers,Upper Hutt,https://www.pipemanexpert.co.nz/,info@pipemanexpert.co.nz,sent,63,5.0
2340,Drainage King,drainlayers,Christchurch,https://drainageking.co.nz/,info@drainageking.co.nz,sent,61,5.0
2689,Three Ducks Solutions,drainlayers,Tauranga,https://www.threeducks.co.nz/,hello@threeducks.co.nz,sent,59,5.0
3296,Charged Electrical,electricians,New Plymouth,http://www.charged-electrical.com/,jamie@charged-electrical.com,sent,58,5.0
2304,Bronson Electrical Electrician Christchurch,electricians,Christchurch,http://schema.org/Place,,no_email,58,5.0
3842,Queenstown Electric,electricians,Queenstown,http://www.queenstownelectric.co.nz/,office@queenstownelectric.co.nz,sent,57,5.0
3598,Kamo Kitchens,carpenters,Whangārei,https://www.kamokitchens.co.nz/,hello@kamokitchens.co.nz,sent,55,5.0
2491,XP Electrical,electricians,Hamilton,http://xpelectrical.co.nz/,admin@xpelectrical.co.nz,sent,54,5.0
4080,Hutt Valley Plumbing,plumbers,Lower Hutt,http://schema.org/Place,,no_email,54,5.0
3293,Rapid Wire Electrical - Mastercraft Electrical Taranaki,electricians,New Plymouth,http://rapidwire.co.nz/,nath@rapidwire.co.nz,sent,53,5.0
4187,Wattex Electrical Limited,electricians,Upper Hutt,http://www.wattexelectrical.co.nz/,mark@wattexelectrical.co.nz,sent,51,5.0
2811,Top2 Renovation and Building services,builders,Dunedin,https://top2renovation.co.nz/,info@top2renovation.co.nz,sent,51,5.0
2133,Wellington Building Services Ltd,builders,Wellington,https://www.wellingtonbuilding.co.nz/,,no_email,49,5.0
4264,Ka Pai Plumbing,plumbers,Porirua,http://schema.org/Place,,no_email,48,5.0
3228,Natural Edge Joinery,carpenters,Hastings,https://www.naturaledgejoinery.co.nz/,hello@naturaledgejoinery.co.nz,sent,47,5.0
3476,PlumberMan (Rotorua) 2006 Ltd,drainlayers,Rotorua,https://www.plumbermanrotorua.co.nz/,office@plumbermanrotorua.co.nz,sent,46,4.8
1972,CT Timber Joinery,carpenters,Auckland,https://ctjoinery.co.nz/,info@ctjoinery.co.nz,sent,45,5.0
851,Astral Electrical,electricians,Wellington,https://astralelectrical.co.nz/,office@astralelectrical.co.nz,sent,42,5.0
2813,iPlumb NZ Ltd,plumbers,Dunedin,http://www.iplumb.net.nz/,hello@iplumb.net.nz,sent,42,5.0
1929,Better Building - Certified Builders Auckland,builders,Auckland,http://www.betterbuilding.co.nz/,info@betterbuilding.co.nz,sent,42,5.0
3565,GoFox Electrical Whangarei,electricians,Whangārei,https://gofox.nz/electrical/whangarei/,electrical.whangarei@gofox.nz,sent,41,5.0
3294,Re:Lume Electrical,electricians,New Plymouth,http://www.relume.co.nz/,info@relume.co.nz,sent,41,5.0
2176,E. G. Glennie Plumbing,drainlayers,Wellington,http://www.egglennie.co.nz/,,no_email,41,5.0
841,Morgan Electrical,electricians,Upper Hutt,http://schema.org/Place,,no_email,39,5.0
2142,Trevor Mangan Electrical,electricians,Wellington,http://schema.org/Place,,no_email,38,5.0
1565,Lufdon Plumbing Services,plumbers,Rotorua,http://schema.org/Place,,no_email,38,5.0
2646,Straight Up Builders | Tauranga,builders,Tauranga,https://straightupbuilders.co.nz/,,no_email,37,5.0
2980,Tweakit Joinery Solutions,carpenters,Palmerston North,https://www.tweakit.co.nz/,sales@tweakit.co.nz,sent,37,5.0
3082,Unplugged Plumber,plumbers,Napier,http://www.unpluggedplumber.co.nz/,unpluggedp.ltd@gmail.com,sent,36,5.0
4262,Buildtwo,builders,Porirua,https://buildtwo.co.nz/,sam@buildtwo.co.nz,sent,36,5.0
3207,Thomas Electrical HB,electricians,Hastings,http://www.thomaselectricalhb.co.nz/,office@thomaselectricalhb.co.nz,sent,35,5.0
1476,Piped In Plumbing Limited,plumbers,Auckland,http://schema.org/Place,,no_email,34,4.9
2331,Podocarp Cabinetry & Joinery,carpenters,Christchurch,http://www.podocarpcabinetry.co.nz/,sean@podocarpcabinetry.co.nz,sent,33,5.0
4334,First Light Electrical Solutions,electricians,Gisborne,http://www.firstlightelectrical.net.nz/,admin@firstlightelectrical.net.nz,sent,31,5.0
3706,Limitless Electrical,electricians,Nelson,http://schema.org/Place,,no_email,31,5.0
2848,Steadfast Joinery Limited,carpenters,Dunedin,http://www.steadfastjoinery.co.nz/,sales@steadfastjoinery.co.nz,sent,31,5.0
807,Nexus Energy,electricians,Palmerston North,https://nexusenergyltd.co.nz/,office@nexusenergy.kiwi,send_failed,30,5.0
3292,Motion Plumbing and Gas,plumbers,New Plymouth,http://www.motionplumbing.co.nz/,admin@motionplumbing.co.nz,sent,30,5.0
3559,Hey Plumber,plumbers,Whangārei,http://www.heyplumber.co.nz/,,no_email,28,5.0
1969,Concept Carpenters,carpenters,Auckland,http://www.conceptcarpenters.co.nz/,henry@concept.net.nz,sent,28,5.0
4188,Legacy Electrical Solutions Ltd - Wellington,electricians,Upper Hutt,https://www.fayenelectrical.co.nz/,admin@legacyelectrical.org.nz,sent,27,5.0
3558,Total Plumbing & Gas Limited,plumbers,Whangārei,https://totalplumbing.nz/,admin@totalplumbing.nz,sent,27,5.0
2298,Trent Builders,builders,Christchurch,https://www.trentbuilders.co.nz/,info@trentbuilding.co.nz,sent,27,5.0
3112,Fusion Joinery | Kitchen & Interior Joinery Napier,carpenters,Napier,https://fusion-joinery.com/,fusionjoinerylimited@tradehq.com,sent,27,5.0
4110,Leslie Drain Clearing,drainlayers,Lower Hutt,http://www.lesliedrainclearing.co.nz/,7581admin@lesliedrainclearing.co.nz,sent,27,4.9
3560,Prentice Plumbing & Drainage Ltd,plumbers,Whangārei,http://prenticeplumbing.co.nz/,info@prenticeplumbing.com,sent,26,5.0
2807,Next Level Building & Construction,builders,Dunedin,http://www.nextlevelbuildnz.com/,,no_email,26,5.0
2520,Enhanced renovations,carpenters,Hamilton,http://www.enhancedrenovations.co.nz/,admin@enhancedrenovations.co.nz,sent,25,5.0
3085,Just Electrics - Electrician Hawke's Bay,electricians,Napier,http://justelectrics.co.nz/,office@justelectrics.co.nz,sent,24,5.0
2295,Builders and Contractors,builders,Christchurch,http://schema.org/Place,,no_email,24,5.0
4104,Crown Joinery (2002) Limited Ltd,carpenters,Lower Hutt,http://www.timberjoinerywellington.co.nz/,admin@crownjoinery.co.nz,sent,24,5.0
4432,RT Heat Pumps & Electrical Ltd,electricians,Whanganui,https://www.rtheatpumps.co.nz/,rtheatpumps@gmail.com,sent,23,5.0
3969,Power Surge Ltd,electricians,Invercargill,https://www.powersurgeltd.co.nz/,,no_email,23,5.0
3113,Sunshine Joinery - Hawkes Bay,carpenters,Napier,https://www.sunshinejoinery.co.nz/,rick@sunshinejoinery.co.nz,sent,23,5.0
1979,Digga Drain Limited,drainlayers,Auckland,http://schema.org/Place,,no_email,23,4.9
3437,100% Plumbing & Gas,plumbers,Rotorua,http://schema.org/Place,,no_email,22,5.0
2954,Refined Plumbing and Gasfitting Services Ltd,plumbers,Palmerston North,http://www.refinedplumbing.co.nz/,refinedplumbing@icloud.com,sent,22,5.0
4073,BK Patterson Builders Ltd,builders,Lower Hutt,http://www.bkpatterson.nz/,admin@bkpatterson.nz,sent,22,5.0
