listing_id,name,trade,region,website,email,status,reviews,rating
1954,Gardner's Gardening,landscapers,Auckland,http://www.ggl.co.nz/,hello@gardnersgardening.co.nz,sent,125,4.9
2679,Flooring Xtra Tauranga,carpet-layers,Tauranga,https://www.flooringxtra.co.nz/pages/store/tauranga,tauranga@flooringxtra.co.nz,sent,125,4.9
3477,The Glass Guys,glaziers,Rotorua,https://www.theglassguys.co.nz/,office@theglassguys.co.nz,sent,121,4.8
2187,Ghuznee Street Shoe and Bag Repairs,waterproofers,Wellington,http://schema.org/Place,,no_email,121,4.9
2542,Superheat Electrical and Air-Conditioning,heat-pump-installers,Hamilton,https://superheatelectrical.co.nz/,07-849-0405-sales@superheatelectrical.co,sent,120,5.0
2164,A-Z Flooring,carpet-layers,Wellington,http://azflooring.co.nz/,info@azflooring.co.nz,sent,119,4.8
2509,Choices Flooring Hamilton (by Charteris),carpet-layers,Hamilton,https://www.choicesflooring.co.nz/stores/by-charteris/?utm_source=GMB&amp;utm_medium=Organic&amp;utm_id=Stores,hamilton.newzealand@choicesflooring.com.au,sent,118,4.9
2343,Halswell Glass & Glazing,glaziers,Christchurch,https://www.halswellglass.co.nz/,,no_email,117,4.9
2546,Motorhome Solar & Electrical,solar-installers,Hamilton,https://www.motorhomesolar.co.nz/,serversupport@websiteangels.co.nz,sent,116,4.9
3586,Colthurst Flooring,carpet-layers,Whangārei,http://www.colthurst.co.nz/,info@colthurst.co.nz,sent,115,4.9
1981,Elite Glazing and Glass Auckland,glaziers,Auckland,https://www.eliteglazing.co.nz/,admin@eliteglazing.co.nz,sent,114,4.9
3585,Deans Flooring,carpet-layers,Whangārei,https://www.deansflooring.co.nz/,deansflooringnz@gmail.com,sent,114,4.9
4010,Hotspot Fires & Installations Ltd,heat-pump-installers,Invercargill,http://www.hotspotinstallations.co.nz/,Invercargill@hotspotinstallations.co.nz,sent,113,4.8
3877,Auto Glass Specialists | Windscreen Repair Queenstown,glaziers,Queenstown,http://schema.org/Place,,no_email,111,4.9
2199,Greenco Solutions,solar-installers,Wellington,http://www.greencosolutions.co.nz/,user@domain.com,sent,109,4.9
3478,Rotorua Windscreens - Glass & Repairs,glaziers,Rotorua,http://www.rotoruawindscreens.co.nz/location,office@rotoruawindscreens.co.nz,sent,107,4.9
3854,Shotover Mowing & Landscaping - Queenstown Gardeners and Landscapers,landscapers,Queenstown,http://schema.org/Place,,no_email,106,5.0
2008,AVID Solar,solar-installers,Auckland,http://www.avidsolar.co.nz/,,no_email,106,5.0
2005,Total Solar,solar-installers,Auckland,https://www.totalsolar.co.nz/,info@totalsolar.co.nz,sent,106,4.9
2694,OnCall Repairs,glaziers,Tauranga,http://www.oncallrepairs.co.nz/,kyle@oncallrepairs.co.nz,sent,105,5.0
4279,Floor Court Porirua,carpet-layers,Porirua,http://www.floorcourt.co.nz/,sales@floorcourt.co.nz,sent,105,4.8
2859,Thermawood Otago,glaziers,Dunedin,http://schema.org/Place,,no_email,104,4.9
3724,Richmond Flooring and Tiles - Richmond & Nelson,carpet-layers,Nelson,http://www.richmondflooring.co.nz/,user@domain.com,sent,101,4.8
4224,Star-Delta Electrical & Solar,solar-installers,Upper Hutt,https://www.stardelta.co.nz/,,no_email,101,5.0
3315,Classic Carpets Flooring Xtra,carpet-layers,New Plymouth,http://schema.org/Place,,no_email,99,4.9
3613,JP Aircon,heat-pump-installers,Whangārei,https://www.jpaircon.co.nz/,JP_Aircon@outlook.com,sent,99,5.0
2000,Absolute Cool Limited,heat-pump-installers,Auckland,https://absolutecool.co.nz/,absolutecool.sales@gmail.com,sent,97,4.9
3754,Nelson Heat Pumps,heat-pump-installers,Nelson,http://www.nelsonheatpumps.nz/,info@nelsonheatpumps.nz,sent,94,4.8
3723,The Flooring Room Nelson,carpet-layers,Nelson,https://theflooringroom.co.nz/nelson-team/,auckland@theflooringroom.co.nz,sent,93,4.8
4210,Beban's Glass 2022 Limited,glaziers,Upper Hutt,http://www.bebansglass.com/,admin@bebansglass.com,sent,92,4.8
2839,CarpetMe - Carpet & Flooring Dunedin,carpet-layers,Dunedin,http://www.carpetme.co.nz/,,no_email,92,5.0
3726,Hubbers Flooring & Soft Furnishings,carpet-layers,Nelson,https://www.hubbers-flooring.co.nz/,nelson@hubbersflooring.co.nz,deferred,91,4.8
